Word,Count
so),3
`glfwOpenWindowHint`,3
2005-12-24,3
256+,3
insertion,3
engine's,3
attribute](@ref,3
<mmagallo[]debian,3
CD,3
exceptions,3
cursor_enter,3
\screen,\,3
iconifies,3
modes:,3
edges,3
\sender,\,3
DISCLAIMED,3
floor((2<sup>64</sup>,3
computes,3
\tvec1<uint32,\,3
`EGL_NO_CONTEXT`,3
getRemotePort,3
didn't,3
decimal,3
\noise,\,3
\128,\,3
expansion,3
simdMat4,3
\`GLFW_STICKY_MOUSE_BUTTONS`,\,3
cubemaps,3
2006-01-09,3
met:,3
sampleCount,3
inefficient,3
2009-08-29,3
\program,\,3
defined(GLM_SWIZZLE)),3
\`GLFW_ICON,`\,3
\scalable,\,3
inheriting,3
\Linux/FreeBSD,\,3
_GLFW_BUILD_DLL,3
glfwGetProcAddress,3
heightMM,3
\glfwCreateWindow,\,3
90,3
sf::Event::Closed),3
L,3
\(x,y)\,3
`glfwGetMousePos`,3
bytes),3
glfwMakeContextCurrent,3
optimal,3
MCUs,3
datagrams,3
recomputed,3
2008-06-08,3
variant,3
Inverse[3][0];,3
MyClass,3
\getDirectoryListing,\,3
repeating,3
\Finally,\,3
monotonic,3
SOIL2,3
SubFactor16,3
sourceforge,3
STB_IMAGE_IMPLEMENTATION,3
`glfwGetGLVersion`,3
GLEW_STATIC,3
respect,3
code](@ref,3
`GLFW_CURSOR_HIDDEN`,3
\32767.0,\,3
launch(),3
SubFactor18,3
f32mat1;,3
glfwShowWindow,3
whenever,3
[size](@ref,3
`,3
affecting,3
_vsync_,3
(defines,3
valid:,3
Contexts,3
\53-60),\,3
`\\.\DISPLAY1`),3
expands,3
cotangent,3
SubFactor08,3
GLM_FUNC_DECL,3
\byte,\,3
\NSWEUD,\,3
(m/s^2),3
pic,3
2.00,3
\P>(Pf1.x,\,3
NEGLIGENCE,3
\getWorkingDirectory,\,3
///////////////,3
pre-installed,3
MyEntity,3
@warning,3
idea,3
Requesting,3
x5,3
`GLFW_EXPOSE_NATIVE_WIN32`,3
glfwSetScrollCallback,3
buffer_swap),3
curve,3
Fac4[0],3
sinh,3
%Color,3
rotated,3
re-arranged,3
promote,3
unpackUnorm2x16,3
Paul,3
THEORY,3
gradient,3
\10,\,3
upper,3
it),3
\BDF,\,3
glfwPollEvents,3
(p,3
ON,3
Last,3
gx1,3
*data,3
std::ostream,3
2008-08-01,3
endorse,3
Context,3
calculation,3
10.10,3
confuse,3
uint,3
text.getString();,3
bgr,3
sought,3
despite,3
Inverse[2][0],3
\2008-2015,\,3
SubFactor07,3
ETC1,3
synchronization_,3
[make,3
window.pushGLStates();,3
(typedef'd,3
backend,3
GLM's,3
tutorial,3
2009-05-11,3
deactivated,3
thread2,3
\states,\,3
transforming,3
Listener's,3
Clang,3
determined,3
\sf::Sound,\,3
Polls,3
long),3
parentDirectory,3
static_cast<T>(1);,3
Warning,3
(RET(1),3
12,3
Write,3
\Aqua,\,3
expect,3
`Contents/Resources`,3
@code,3
exp2,3
Hides,3
Retina,3
8;,3
depend,3
col2,3
Connect,3
vert0;,3
fCos,3
cover,3
Finger,3
shape](@ref,3
Marcelo,3
\moved,\,3
setDirection,3
Utf,3
\glm::vec3(0.0,\,3
`\\.\DISPLAY1\Monitor0`),3
BEGIN,3
Update(),3
[High,3
sf::Joystick,3
optimized,3
\activate,\,3
window_attribs),3
stb,3
glfwSetWindowUserPointer,3
255.0),3
(t,3
differ,3
0x00007c00,3
m[1],3
\effect,\,3
uploading,3
`NSHighResolutionCapable`,3
SubFactor17,3
TODO,3
current](@ref,3
((1,3
glfwSetWindowCloseCallback,3
Janez,3
m[2],3
queries,3
sizeof,3
DETAIL,3
Both,3
5);,3
\component-wise,\,3
OpenGL's,3
glfw3.h,3
retained,3
window_attribs,3
Milan,3
Dispatches,3
joystick_axis,3
originally,3
position.y,3
T(0)),3
grabs,3
yhot,3
increased,3
precomputed,3
Joystick::Count,3
@cond,3
\Aero,\,3
danger,3
gtx_norm,3
xz,3
logic,3
infrequently,3
Response,3
\particular,\,3
protection,3
path_drop,3
advance,3
2009-04-29,3
\pause,\,3
\Fac5[3]),\,3
restrict,3
computed,3
deletion,3
Optional,3
Pi0,3
2006-10-01,3
temp[2],3
gtx_rotate_vector,3
thread.launch();,3
non-printable,3
\GLFW_INVALID_VALUE,\,3
camera's,3
\transparent,\,3
attempts,3
\18446744073.0,\,3
lot,3
v3,3
Modifier,3
Version,3
\(stopped,\,3
\sf::RectangleShape,\,3
\PCF,\,3
Delete,3
HOWEVER,3
Viewport,3
\rowT,\,3
context_glext),3
pixel),3
\glfwDefaultWindowHints,\,3
managers,3
environment's,3
writes,3
yoffset,3
SubFactor13,3
glfwGetFramebufferSize,3
locally,3
string](@ref,3
\bundle,\,3
[position](@ref,3
col3,3
Cg,3
i++),3
messed,3
2012-01-25,3
Special,3
LookAt,3
OWNER,3
widget,3
sf::Style,3
Wrangler,3
consecutive,3
WindowHandler;,3
unexpected,3
nature,3
Cocoa.h,3
More,3
transparency),3
\ramp,\,3
s.z;,3
\server,\,3
consume,3
\copied,\,3
delta,3
`kCGNullDirectDisplay`,3
GLM_GTX_perpendicular,3
window_title,3
split,3
frequently,3
Content,3
mapCoordsToPixel,3
Log,3
(GLM_HAS_ANONYMOUS_UNION,3
\_mm_mul_ps(SinA0,\,3
Selecting,3
\pow(2,\,3
Simulate,3
metrics,3
OTHERWISE),3
matrix:,3
glfwSetClipboardString,3
[show](@ref,3
X](https://developer.apple.com/library/mac/documentation/GraphicsAnimation/Conceptual/HighResolutionOSX/Explained/Explained.html),3
Play,3
file's,3
Spaces,3
approximately,3
\Fac2[2]),\,3
\texture.loadFromImage(image,\,3
window_hints_values),3
sf::InputStream,3
Khronos,3
infinite,3
[default,3
\glfwSetTime,\,3
composing,3
adjacent,3
\sf::RenderTarget,\,3
(both,3
queued,3
Successful,3
`glfwOpenWindow`,3
context_current),3
mode_,3
col0,3
glfwGetCurrentContext,3
gtx_normalize_dot,3
Transformed,3
SEE,3
retrace,3
glfwGetMonitors,3
a);,3
delay,3
mapPixelToCoords,3
Povalahev,3
\member,\,3
`glfwSetMouseWheelCallback`,3
informations,3
\North,\,3
`share`,3
maintain,3
Compiz,3
glfwRestoreWindow,3
xoffset,3
\hints,\,3
missing,3
\32767.0f,\,3
\glfwPollEvents,\,3
3));,3
`glfwGetWindowParam`,3
65535.0),3
GLFW_DLL,3
Ensure,3
\unaffected,\,3
v2,3
Store,3
\"\COMMA"\,\,3
modulation,3
Wide,3
Assemble,3
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/unpackSnorm4x8.xml"\>GLSL\,3
procname,3
d;,3
\DIRECT,\,3
stbi,3
\`GLFW_KEY_UNKNOWN`,\,3
Restores,3
shapes),3
\const,\,3
_mm_store_ss(,3
uint64,3
9,3
prior,3
(Vec1[3],3
rgb,3
l,3
\...),\,3
ThreadLocalPtr,3
<milan,3
error_handling,3
products,3
++i),3
listener.listen(55001);,3
glfwGetWindowUserPointer,3
horizontally,3
mean,3
size),3
2011-03-05,3
Casting,3
\intervals,\,3
Logging,3
magenta,3
Decoding,3
\buttons,\,3
\0),\,3
FloatPart,3
`WGL_EXT_swap_control_tear`,3
\OK,\,3
sf::Vertex,3
\Fac4[2]),\,3
`GLX_EXT_swap_control_tear`,3
size);,3
alpha-numeric,3
\matrixes,\,3
\line,\,3
\playing,\,3
Advance,3
2008-10-28,3
unpackU3x10_1x2(uint32,3
\restored,\,3
2013-02-20,3
Pause,3
smoothing,3
\stop,\,3
performances,3
focus/defocus,3
fixed-size,3
\encoding,\,3
undo,3
monitoring,3
\8,\,3
gains,3
Y-axis,3
\0.5,\,3
GLM_GTX_simd_vec4,3
\empty,\,3
window.popGLStates();,3
(Command),3
Combined,3
`GLFW_EXPOSE_NATIVE_EGL`,3
GLM_MODEL,3
cos_t,3
thread's,3
inspired,3
net>,3
\glfw3native.h,\,3
(void*),3
\(INCLUDING,\,3
saves,3
this:,3
Connection,3
sz0,3
listing,3
1:,3
\reading,\,3
Guidelines,3
\tvec1<int16,\,3
Lienher,3
0x000003ff,3
non-current,3
count),3
clicking,3
127.0f,3
backwards,3
\Fac2[1]),\,3
window_hints_ctx),3
system;,3
axis[2];,3
\rsqt,\,3
gracefully,3
suitable,3
throw,3
YCbCr-to-RGB,3
MERCHANTABILITY,3
\(inf-,\,3
prohibited,3
\"\F4"\,\,3
Fac2[3],3
sf::Socket,3
brevity),3
swapped,3
Tom,3
Generic,3
glfwSetWindowFocusCallback,3
axis[1];,3
Jean-Marc,3
twiddled,3
EDID,3
\tvec1<int32,\,3
DC,3
\jpg,\,3
sz1,3
`GLFW_EXPOSE_NATIVE_NSGL`,3
POSSIBILITY,3
Page,3
\desktop,\,3
GL_SGIS_point_line_texgen,2
GL_AMD_transform_feedback3_lines_triangles,2
(Scale.y,2
re-enable,2
GL_NV_depth_clamp,2
though,2
GL_NV_transform_feedback2,2
(sqrt(5),2
GLX_MESA_agp_offset,2
incorrectly-named,2
\SOIL_load_image("\container.jpg"\,\,2
butterfly,2
music;,2
isRepeated,2
*only*,2
RESTRICT,2
NDC,2
GL_SGI_color_table,2
GLX_SGIX_video_resize,2
GL_ARB_texture_buffer_range,2
GL_EXT_texture_edge_clamp,2
sf::FloatRect,2
render-window,2
GL_SGIX_texture_multi_buffer,2
sorting,2
GLM_GTX_polar_coordinates,2
0.91,2
i1.x;,2
Read-write,2
GLM_GTX_scalar_relational,2
pre-1.49,2
(In,2
GL_ARB_transpose_matrix,2
GL_NV_bindless_multi_draw_indirect_count,2
factories,2
Columns,2
e;,2
bitfieldReverse,2
\demystified"\:\,2
\header,\,2
size_type;,2
open(const,2
2014-02-20,2
\stopped,\,2
\vertices,\,2
beta,2
glm/gtx/string_cast.hpp,2
GL_ARB_half_float_vertex,2
packSnorm1x16(float,2
\dst.g,\,2
GLX_NV_copy_image,2
isinf(detail::fvec4SIMD,2
h;,2
2006-11-18,2
\sf::SoundFileReader,\,2
rehashing,2
negated,2
optional),2
encapsulated,2
GL_ARB_shading_language_420pack,2
degree,2
GL_EXT_stencil_clear_tag,2
typical,2
\level,\,2
(pixel),2
GL_ARB_texture_gather,2
_mm_set_epi32(,2
GL_SGIX_pixel_texture_bits,2
\void*,\,2
Apart,2
centerY,2
(TCP,2
process(stream);,2
GL_ARB_occlusion_query,2
GL_OES_compressed_paletted_texture,2
Luminous,2
GLM_GTX_rotate_normalized_axis,2
*is*,2
(parallel,2
GL_ARB_texture_env_add,2
GL_INTEL_fragment_shader_ordering,2
literal,2
permute(ixy,2
bund,2
measuring,2
clamping,2
http://aggregate.org/MAGIC/,2
2009-05-21,2
it->first,2
fade,2
out-of-range,2
GL_KHR_blend_equation_advanced_coherent,2
2007-09-28,2
conjugate,2
Length,2
pattern,2
target's,2
GL_AMD_stencil_operation_extended,2
tables,2
GL_EXT_color_subtable,2
Loop,2
print,2
GL_AMD_interleaved_elements,2
\relative,\,2
mix(genType,2
2013-05-06,2
GL_ARB_texture_storage_multisample,2
WGL_NV_video_output,2
\careful,\,2
normalized),2
Rectangles,2
WGL_NV_DX_interop,2
GL_KHR_robustness,2
GL_EXT_texture_env,2
L1,2
\inclusive,\,2
atomics,2
0x0000001F,2
GL_ARB_texture_border_clamp,2
coordinateType,2
\op,\,2
g.yz,2
GL_AMD_occlusion_query_event,2
GL_NV_vertex_array_range,2
temporarily,2
styles,2
GL_SGIX_reference_plane,2
identification,2
GLX_SGI_make_current_read,2
0.95,2
2008-10-07,2
h.yz,2
Assignment,2
step(,2
GL_AMD_pinned_memory,2
GL_EXT_fragment_lighting,2
bitfieldExtract,2
(80,2
static_cast<T>(2);,2
(vec2,2
mcu..,2
WGL_ARB_extensions_string,2
GL_SGIX_texture_lod_bias,2
GL_AMD_conservative_depth,2
setOutlineColor,2
exponentiation,2
mingw,2
Gordon,2
GL_ARB_invalidate_subdata,2
GL_ARB_query_buffer_object,2
SubFactor05));,2
\50,\,2
GL_ANGLE_program_binary,2
(Windows,2
\dot(N,\,2
\SOIL_LOAD_AUTO,\,2
(x3,2
setParameter(const,2
GL_ARB_multi_bind,2
\mind,\,2
x.y;,2
\openFromFile,\,2
assuming,2
(edge1,2
1)/4,2
MSVC,2
contributions,2
GL_ARB_texture_buffer_object_rgb32,2
COMPILING,2
-10,2
help,2
overrided,2
Dietz:,2
five,2
T(7);,2
sf::RectangleShape,2
\createReaderFromFilename,\,2
GL_EXT_Cg_shader,2
\detail::vec4,\,2
(full,2
GL_SGIX_resample,2
GL_SGIS_color_range,2
Music,2
\"\modulation"\)\,2
ceil,2
NOTE:,2
GL_ARB_vertex_array_bgra,2
2011-09-27,2
\100),\,2
\all,\,2
\equal,\,2
glm/core/intrinsic_common.inl,2
core_func_packing,2
5.f;,2
GL_ARB_internalformat_query2,2
\&width,\,2
clients,2
(running),2
WGL_EXT_make_current_read,2
GL_3DFX_texture_compression_FXT1,2
\std::pair,\,2
shear,2
mcu's,2
getDuration,2
(2014-05-27),2
event.joystickConnect),2
parts,2
v);,2
\shader.setParameter("\the_texture"\,\,2
WGL_ARB_multisample,2
simultaneously,2
GL_EXT_packed_depth_stencil,2
versions:,2
setDevice(),2
incoming,2
\[-1,\,2
GL_SGIS_texture_edge_clamp,2
\alive,\,2
WGL_NV_float_buffer,2
GL_APPLE_element_array,2
GL_AMD_multi_draw_indirect,2
Ángel,2
GL_SGIX_fog_offset,2
GLX_EXT_import_context,2
(objects,2
GL_EXT_texture_rectangle,2
sf::Glyph,2
GL_ARB_gpu_shader_fp64,2
coded,2
\usual,\,2
InputGLFW,2
GL_NV_register_combiners2,2
\disk,\,2
\dot(g101,\,2
GL_ARB_cl_event,2
draw(sf::RenderTarget&,2
(because,2
0.96,2
_event;,2
GL_ATIX_vertex_shader_output_point_size,2
WGL_ARB_pixel_format,2
\dot(x,\,2
75),2
\[Min,\,2
GL_ARB_explicit_attrib_location,2
Co,2
assertion,2
GL_SUNX_constant_data,2
sf::SoundFileFactory::registerReader<MySoundFileReader>();,2
(2015-04-15),2
MaskComponente,2
(2015-04-19),2
\xmm0,\,2
onSend,2
GL_ARB_point_sprite,2
FALSE,2
GL_NV_geometry_program4,2
Touch,2
GL_ARB_sample_shading,2
Chun),2
getX()),2
*this;,2
GL_ATI_meminfo,2
\distance,\,2
WGL_EXT_create_context_es2_profile,2
According,2
GL_ELEMENT_ARRAY_BUFFER,2
lsb,2
Round,2
GL_AMD_vertex_shader_tessellator,2
image..,2
1-bit,2
setColor,2
conventions,2
ended,2
(...),2
frustum(T,2
GL_ARB_vertex_array_object,2
3),2
iamges,2
private,2
for(int,2
http://assemblyrequired.crashworks.org/,2
GL_SGIX_ir_instrument1,2
GL_ARB_half_float_pixel,2
GL_ARB_vertex_blend,2
\source,\,2
GL_ANGLE_texture_compression_dxt3,2
2009-06-05,2
GL_ATI_envmap_bumpmap,2
GL_VERSION_4_2,2
0.94,2
post-effects,2
GL_AMD_shader_atomic_counter_ops,2
GL_HP_image_transform,2
\out,\,2
GL_NV_primitive_restart,2
Fourth,2
GL_NV_register_combiners,2
00111111,2
PNG/BMP/TGA,2
(unlike,2
octahedron,2
samples/sec,2
GL_NV_pixel_data_range,2
http://gamedevelopment.tutsplus.com/tutorials/the-action-list-data-structure-good-for-ui-ai-animations-and-more--gamedev-9264,2
Transformation,2
clears,2
transition,2
HTTP),2
sf::Vertex(sf::Vector2f(,2
achieved,2
timing,2
scrolled,2
tquat<valType>,2
Cos,2
GL_APPLE_pixel_buffer,2
reliably,2
GL_NV_vertex_array_range2,2
GL_S3_s3tc,2
T(289));,2
sprites,2
edge0),2
GL_ARB_transform_feedback_overflow_query,2
\X),\,2
font;,2
Hermite,2
GL_EXT_framebuffer_multisample,2
GLM_GTX_associated_min_max,2
\different,\,2
GL_HP_occlusion_test,2
wideString,2
TextureRect,2
Lucas,2
glm/mat4x4.hpp,2
GL_NV_shader_atomic_float,2
setFillColor,2
\(src.a,\,2
0.98,2
wraps,2
Insert,2
2.00b,2
GL_EXT_timer_query,2
i0.y,2
GL_EXT_index_array_formats,2
1.2,2
DCEngine::GLShader,2
\has,\,2
theShader,2
GL_AMD_seamless_cubemap_per_texture,2
target.getView());,2
grab,2
anti-aliasing,2
mip,2
telling,2
9th,2
.pgm),2
\default),\,2
\src.b,\,2
(This,2
(most,2
received);,2
CRC,2
2011-02-21,2
careful,2
satisfies,2
include:,2
GL_SUN_read_video_pixels,2
perfect,2
GLX_NV_multisample_coverage,2
s0,2
GL_EXT_coordinate_frame,2
///////////////////////////////,2
GL_EXT_texture_object,2
(next,2
1>,2
(vec4,2
emplace,2
mutex.unlock();,2
/*,2
(A,2
super-optimized,2
\1D,\,2
GLM_GTX_wrap,2
\href="\http://www.opengl.org/sdk/docs/manglsl/xhtml/atan.xml"\>GLSL\,2
Has,2
GL_ARB_shader_subroutine,2
floatBitsToUint,2
mimaps,2
S10,2
happen,2
risk,2
ms,2
advantage,2
GL_EXT_transform_feedback,2
GL_EXT_draw_instanced,2
sf::Ftp::Response,2
WGL_AMD_gpu_association,2
\Key,\,2
GLM_GTC_constants,2
0x000007c0,2
potentially,2
Throw,2
GL_EXT_multi_draw_arrays,2
GL_ARB_clear_buffer_object,2
----,2
50),2
GLX_EXT_stereo_tree,2
\294,\,2
PGM,2
GL_NV_fragment_coverage_to_color,2
Cornut,2
fundamental,2
\("\\,2
\typically,\,2
specialized,2
P>(cos(AngleRad,2
sender.ToString(),2
(X,2
fake,2
\sf::Vertex(sf::Vector2f(100,\,2
collision,2
GL_ARB_pixel_buffer_object,2
0.041666667f),2
GL_NV_vertex_program2_option,2
'n',2
GL_ARB_map_buffer_range,2
GLX_SGIS_shared_multisample,2
\20,\,2
GLTriangle.h,2
axis[0],2
decompressing,2
1999-2007,2
GL_VERSION_4_4,2
6.0,2
\touch,\,2
GL_SGIS_texture_filter4,2
GL_NV_texture_compression_vtc,2
GL_EXT_blend_logic_op,2
GL_EXT_packed_float,2
translating,2
\"\"\\,2
GL_NV_fragment_shader_interlock,2
FRAGMENT,2
they're,2
inserted,2
2011-06-14,2
Link,2
\"\192.168.1.56"\)\,2
GL_ANGLE_pack_reverse_row_order,2
GLM_GTX_component_wise,2
i1.y,2
GL_VERSION_2_1,2
GL_NV_parameter_buffer_object2,2
GLX_NV_video_capture,2
Extended,2
GLX_EXT_scene_marker,2
+/-,2
GL_EXT_texture_compression_rgtc,2
\enable,\,2
Polar,2
\anymore,\,2
GLX_ATI_render_texture,2
(begin,2
GL_EXT_blend_equation_separate,2
Handler,2
WGL_NV_delay_before_swap,2
non-alpha,2
GL_EXT_framebuffer_blit,2
GL_ARB_texture_compression_bptc,2
position.z,2
1)));,2
GLX_VERSION_1_0,2
\nearest,\,2
0x000003FF,2
GL_VERSION_4_5,2
streamer,2
\VAO,\,2
findLSB,2
glibc++,2
authentication,2
GLX_SGIS_color_range,2
GL_ARB_shader_objects,2
bump,2
\"\only\,2
keywords,2
umulExtended,2
ZLIB,2
GL_OML_subsample,2
(prev,2
Clean,2
GL_ATI_texture_compression_3dc,2
core_func_integer,2
unpackSnorm3x10_1x2(xyz):,2
sf::SoundFileFactory::registerWriter<MySoundFileWriter>();,2
GL_EXT_debug_marker,2
GL_ARB_fragment_layer_viewport,2
1D,2
indeces,2
(int,2
GL_TEXTURE_1D,2
Reserved,2
display(),2
GL_SGIS_detail_texture,2
GTC,2
prepare,2
onStart,2
NAME,2
subset,2
nothing),2
GL_NV_shader_atomic_int64,2
We're,2
GL_INTEL_performance_query,2
\metrics,\,2
\exp,\,2
(x4,2
\shader.setParameter("\color"\,\,2
(*it).first,2
key:,2
2.0*C.x,2
\machine,\,2
\application,\,2
GL_EXT_separate_specular_color,2
GL_ARB_shader_precision,2
GLX_ARB_create_context,2
bit),2
deallocate,2
Will,2
1.47,2
ordered,2
normal);},2
\So,\,2
0.92,2
1U,2
precision-based,2
GL_ARB_provoking_vertex,2
<winnt.h>,2
window.draw(circle);,2
easily:,2
GL_MESA_ycbcr_texture,2
GL_SUN_mesh_array,2
preferred,2
GL_ATI_draw_buffers,2
sampler2D,2
GL_NV_texture_rectangle,2
BAND-AID:,2
\"\baseline"\\,2
GLX_SGI_video_sync,2
pixel;,2
GL_NV_texture_expand_normal,2
uploaded,2
thread1(),2
ivec4,2
Flip,2
causes,2
Bug,2
gtx_scalar_relational,2
0x0000003F,2
\rotate(detail::tmat4x4<T,\,2
configurations,2
exp(-x)),2
GLX_ARB_get_proc_address,2
(may,2
jumps,2
linker,2
GL_EXT_fog_coord,2
\Also,\,2
GL_EXT_texture_env_add,2
inner,2
docs,2
3.5,2
\quaternion,\,2
WGL_I3D_genlock,2
\vector"\)\,2
CASE,2
BRIAN,2
connectionless,2
Bill,2
GL_SGIS_texture4D,2
\length,\,2
(.ppm,2
\"\next"\\,2
unable,2
spec),2
\vec4(lessThan(b0,0.0))*2.0\,2
GLX_VERSION_1_2,2
window.setFramerateLimit(60);,2
calculate,2
genType(a)),2
GL_APPLE_ycbcr_422,2
GL_SGIX_texture_range,2
computer's,2
gif,2
hypotenuse,2
Replace,2
\"\sample\,2
\attenuation,\,2
WGL_EXT_pixel_format_packed_float,2
titlebar,2
GLX_MESA_query_renderer,2
GL_ARB_framebuffer_no_attachments,2
10),2
recompose,2
GLX_SGIX_fbconfig,2
Ashima,2
transform);,2
GLM_GTC_reciprocal,2
GLX_ARB_framebuffer_sRGB,2
Splits,2
GLX_EXT_visual_rating,2
setRepeated,2
modifying,2
lowest,2
Inserts,2
operator-=,2
glewExperimental,2
unzigzag'd,2
operator+,2
unpackUnorm3x10_1x2(uint32,2
GL_ARB_vertex_attrib_64bit,2
applyAlpha,2
GL_NV_path_rendering_shared_edge,2
bitCount,2
\dot(isX,\,2
scale.y,2
(currently,2
\511.0,\,2
\max,\,2
politically,2
contributed,2
m.number,2
symbols,2
\closed,\,2
7.0,2
GLM_GTX_dual_quaternion,2
\malloc,realloc,free\,2
STBI_MALLOC,2
off-screen,2
\thus,\,2
Font,2
\UdpSocket::MaxDatagramSize,\,2
sf::Texture::bind(NULL);,2
GLX_SGIX_visual_select_group,2
parameters:,2
fits,2
v1.x,2
GL_NV_fog_distance,2
function),2
-D.y,2
GL_EXT_shader_integer_mix,2
\std::cerr,\,2
\toAnsiString,\,2
overwrite,2
\setDirection,\,2
2011-09-18,2
getInverseTransform,2
3-dimensional,2
resizable,2
glViewport,2
GL_ARB_matrix_palette,2
axis),2
transposes),2
non-compliant,2
\cube,\,2
variables:,2
Dereferencing,2
genType::value_type,2
len,2
unlocking,2
\transform.scale(2,\,2
GL_EXT_compiled_vertex_array,2
GL_ARB_robustness_share_group_isolation,2
UDP),2
GL_ARB_clear_texture,2
GL_ARB_ES2_compatibility,2
\yes,\,2
isX.y,2
GL_ARB_shader_atomic_counters,2
4);,2
\client"\;\,2
3-D,2
\"\hello"\;\,2
Extend,2
\&x,\,2
\[0.5,\,2
GL_AMD_texture_texture4,2
GL_MESAX_texture_stack,2
0.97,2
(41*7,2
i0.zw,2
GL_ARB_occlusion_query2,2
GL_UNSIGNED_SHORT_5_6_5,2
Changing,2
Maksim,2
function;,2
cached,2
dynamically,2
compared,2
1.42,2
GL_KTX_buffer_region,2
0.5f),2
g,2
lol,2
(deprecated),2
confused,2
Fonts,2
//BUG!!,2
(exp(x),2
maxVal,2
(packet,2
GL_ARB_texture_rgb10_a2ui,2
\smoothing,\,2
obtain,2
\state,\,2
acosh,2
\taylorInvSqrt(detail::tvec4<T,\,2
T(2);,2
Src,2
-1.0+3.0*C.x,2
history,2
manages,2
[-100,2
(!12,2
GL_NVX_gpu_memory_info,2
GL_TEXTURE_3D,2
\STBI_MALLOC,STBI_REALLOC,STBI_FREE\,2
GL_EXT_index_func,2
GL_ARB_depth_clamp,2
Rights,2
rep,2
3.2),2
127,2
GLX_ARB_multisample,2
buggy,2
\_GLM_SWIZZLE_FUNCTION_2_ARGS(vec_type,\,2
\10)),\,2
gtx_dual_quaternion,2
char*,2
double),2
note:,2
GL_NV_texgen_reflection,2
294),2
BlendMode,2
cost,2
_ANY_,2
WGL_3DL_stereo_control,2
\x0.y,\,2
GL_IBM_static_data,2
\-,\,2
WGL_NV_gpu_affinity,2
Chunk,2
newer,2
GL_ARB_texture_swizzle,2
GL_ARB_shadow_ambient,2
GL_ARB_vertex_program,2
GL_ANGLE_framebuffer_multisample,2
GL_3DFX_tbuffer,2
-N,2
v;,2
pushGLStates/popGLStates,2
SubE[1];,2
hash,2
Result[0][0],2
\"\http://learnopengl.com/#!Getting-started/Transformations"\\,2
0x000007C0,2
(vec3,2
\(dst.r,\,2
\yaw,\,2
WGL_EXT_display_color_table,2
coefficient,2
P>(0.5),2
CustomRecorder,2
*****************************************************************************,2
GL_EXT_vertex_shader,2
x12.yw;,2
#1:,2
GL_NV_fence,2
fastExp(float,2
tvec4<float>&,2
GL_EXT_texture_lod_bias,2
(greater,2
\low-level,\,2
toUtf32,2
precision>,2
GL_ARB_explicit_uniform_location,2
matches,2
GLM_GTX_quaternion,2
Jetro,2
GL_EXT_texture_buffer_object,2
\target.draw(...,\,2
inherited,2
intersects,2
GL_ARB_sampler_objects,2
trailing,2
SrcFactor,2
Logarithm,2
GL_NV_blend_square,2
dwFlags,2
GL_EXT_texture_compression_s3tc,2
\!=),\,2
BUG!!,2
\mod(j,N)\,2
GL_EXT_cmyka,2
(2015-04-12),2
denormalized,2
5th,2
sub,2
5xx:,2
CHAR_BIT,2
(x2,2
goes,2
wasn't,2
GL_EXT_texture_array,2
Location,2
(there,2
GL_SGI_texture_color_table,2
qvec);,2
GL_ARB_draw_instanced,2
\&height,\,2
\Linux),\,2
\dst.b,\,2
\interpolation,\,2
GL_EXT_texture,2
desktop),2
GL_APPLE_vertex_array_object,2
@TODO:,2
2008-10-09,2
q1[0],2
z-axis,2
(sampler2D,2
WGL_EXT_framebuffer_sRGB,2
GL_OES_read_format,2
lots,2
ixy1,2
handed,2
WGL_EXT_create_context_es_profile,2
GL_ARB_transform_feedback_instanced,2
GL_APPLE_aux_depth_stencil,2
P>(a);,2
GL_ARB_internalformat_query,2
GL_ATI_map_object_buffer,2
\direction,\,2
\private,\,2
STB_IMAGE_WRITE_IMPLEMENTATION,2
maybe,2
\Licea-Kane,\,2
(Won,2
GL_ARB_geometry_shader4,2
Taken,2
DetCof[3];,2
toward,2
GL_ARB_texture_compression_rgtc,2
GLM_GTX_vec1,2
GLX_EXT_fbconfig_packed_float,2
Unregister,2
pointed-to,2
bail,2
\T(0.5)),\,2
archetype,2
GL_ARB_texture_query_levels,2
Inlined,2
GL_NV_light_max_exponent,2
4.0,2
\"\http://www.learnopengl.com/#!Getting-Started/Hello-Window"\\,2
3-byte,2
(sizeof(int),2
conflicts,2
\"\0.5"\\,2
\Result,\,2
AC,2
ComponentPtr,2
GL_ARB_pipeline_statistics_query,2
\requests,\,2
(Legacy??),2
official,2
GL_ARB_multi_draw_indirect,2
std::[w]ostream,2
mat2x2,2
GLX_SGIS_blended_overlay,2
GL_NV_gpu_program5_mem_extended,2
orthonormalized,2
GLM_STATIC_ASSERT_NULL,2
GL_VERSION_4_3,2
core_func_common,2
tightly,2
\passes,\,2
GLX_VERSION_1_4,2
\toWideString,\,2
parent,2
if(Value,2
GL_ATI_pn_triangles,2
GL_WIN_swap_hint,2
\simple,\,2
GL_APPLE_flush_buffer_range,2
GL_NV_multisample_coverage,2
JPEGs,2
replicated,2
a1,2
operator[](size_type,2
Dst,2
GL_SUN_triangle_list,2
GL_INGR_color_clamp,2
GL_ARB_color_buffer_float,2
GL_SUN_convolution_border_modes,2
\taken,\,2
core_func_vector_relational,2
lock/unlock,2
rsqrt,2
algebraic,2
stbi__cleanup_jpeg,2
GL_ARB_shadow,2
